Gene_Name	Alias	Number_of_reads	Normalized_expression	Median	PolyA_class	25%_percentile	75%_percentile	MAX_polyA	MIN_polyA	RANGE_polyA	Mean	Geometric_mean	Standard_deviation	Fop	Codon_class
B0393.4	WP:CE00857	702	1.862870183	74	medium	55	94	231	5	226	75.53846154	69.33663958	29.19114874	0.426735219	moderate
B0393.5	WP:CE43273	152	-0.344529524	108	long	77.5	142.5	231	9	222	115.1842105	100.8247126	54.53613252	0.32	poor
B0393.6	WP:CE33964	325	0.751838871	83	medium	49	122	200	16	184	86.51076923	75.06795344	42.59249527	0.347715736	poor
H04D03.1	enu-3.1	515	1.415971585	91	medium	69	111	231	6	225	91.61553398	83.80155274	36.68490538	0.472636816	moderate
B0393.1	rps-0	71193	8.526990739	48	short	34	63	231	5	226	51.73472111	47.33831477	22.91023828	0.802281369	good
B0393.2	rbg-3	611	1.662571533	103	long	66	140	231	6	225	106.7528642	91.74659238	52.6300071	0.308928571	poor
B0393.3	WP:CE00856	114	-0.759567023	66	short	44.5	98	186	13	173	70.95614035	61.81563518	34.80027988	0.36589404	poor
C29E6.1	let-653	2472	3.679005991	76	medium	49	106	231	5	226	81.00566343	69.93869534	41.79968373	0.364947878	poor
C29E6.2	trpa-1	196	0.022252807	92.5	medium	68	118	199	15	184	91.60714286	83.78458965	33.9656752	0.319066207	poor
C29E6.4	cutl-27	18	-3.422532036	98.5	long	71.5	125.5	231	29	202	105.8888889	92.54383485	54.53122336	0.365568544	poor
C29E6.5	nhr-43	291	0.592418306	111	long	72	145.5	231	10	221	108.9587629	95.48787059	47.99991069	0.435899804	moderate
F45H7.4	prk-2	98	-0.977747193	88.5	medium	59.5	111.5	231	14	217	89.7244898	78.33334742	43.15226497	0.431924883	moderate
F45H7.6	hecw-1	42	-2.200139614	93.5	medium	79	136	231	17	214	107.3809524	98.08948704	44.26110427	0.331753555	poor
F45H7.2	gei-1	114	-0.759567023	98	long	65	121	191	14	177	93.43859649	82.85811332	38.84901839	0.369365278	poor
R09A8.5	WP:CE03541	59	-1.709813988	107	long	63	133.5	216	14	202	104.3728814	89.6433046	49.03575254	0.414141414	moderate
R09A8.3	tag-147	987	2.354449237	84	medium	64	108	231	10	221	87.84903749	79.90795667	35.42505691	0.495552732	moderate
ZK792.1	WP:CE49884	240	0.314433558	86	medium	59.5	113.5	231	10	221	90.1	81.07503236	40.00029167	0.320161601	poor
ZK792.2	inx-8	172	-0.166192283	76.5	medium	51	102.5	216	13	203	79.06976744	69.83890699	37.35694907	0.497206704	moderate
ZK792.3	inx-9	47	-2.037868186	83	medium	49	114	201	23	178	84.4893617	73.42455325	42.41731498	0.472067039	moderate
ZK792.4	WP:CE37467	191	-0.015028209	95	long	57	138	231	8	223	100.4764398	83.06411035	55.17794365	0.32400145	poor
ZK792.5	WP:CE46901	359	0.895382997	84	medium	60.5	107	187	11	176	85.69916435	78.3049383	33.51329133	0.368932039	poor
ZK792.6	let-60	1754	3.183975995	82	medium	51	114	231	6	225	86.00741163	74.1593921	43.74006422	0.460674157	moderate
ZK792.7	WP:CE40542	182	-0.084662397	98	long	65	122.5	200	10	190	95.56043956	85.48500149	38.91698937		
ZK792.8	atg-4.2	81	-1.252607034	125	long	84	159	231	19	212	121.1481481	105.570356	54.85629061	0.272164948	poor
K08E4.5	bath-37	16	-3.592457037	119.5	long	90.5	144	231	9	222	113.3125	92.53279876	53.66297461	0.315309574	poor
K08E4.7	WP:CE40463	102	-0.920031695	72	medium	50	90	231	15	216	74.59803922	66.93643205	34.2159405	0.395498392	poor
K08E4.6	WP:CE06146	240	0.314433558	65	short	46	93.5	227	5	222	71.7125	62.79696158	36.27540274	0.398230088	poor
K08E4.1	spt-5	1394	2.852557809	75	medium	52	104	231	5	226	79.71162123	70.56067262	37.3649656	0.402239449	moderate
C08B11.9	WP:CE01479	496	1.361739273	56	short	38	88	231	11	220	66.21169355	56.84494686	37.46382051	0.403409091	moderate
C08B11.8	WP:CE01478	493	1.352986799	72	medium	46	105	231	7	224	78.94523327	69.09787708	39.34461881	0.323770492	poor
C08B11.7	ubh-4	900	2.221324154	54	short	36	82	231	11	220	62.79111111	54.51140875	34.30754256	0.423452769	moderate
C08B11.6	arp-6	414	1.10102992	70	short	43	108	231	14	217	79.34782609	66.83209345	45.36039029	0.320099256	poor
C08B11.5	sap-49	1682	3.123504953	82	medium	58	104.5	231	7	224	83.51605232	76.19487232	34.21457841	0.450276243	moderate
C08B11.4	nrf-6	774	2.003732719	76.5	medium	52	104	231	8	223	81.68475452	72.15466044	39.74207997	0.3125	poor
C08B11.3	swsn-7	1175	2.605988004	88	medium	56	121	231	9	222	90.91574468	78.82392729	43.95718089	0.356003359	poor
C08B11.2	hda-2	214	0.149009949	79.5	medium	47	119	226	5	221	85.18691589	72.34531328	44.0360156	0.305327869	poor
C08B11.1	zyg-11	780	2.014873276	97	long	66	129.5	231	6	225	97.86153846	85.30892408	44.22067399	0.380645161	poor
F48C5.2	WP:CE34867	11	-4.133025419	75	medium	42	103	149	22	127	76.09090909	64.90028334	38.89251984	0.333333333	poor
R10E11.6	WP:CE39757	313	0.69756181	113	long	83	146	231	12	219	116.4345048	105.9813562	47.03254625	0.319263235	poor
R10E11.4	sqv-3	78	-1.307054818	91.5	medium	63	128	231	15	216	96.65384615	83.79777577	47.79062963	0.335740072	poor
C15H7.4	WP:CE00082	57	-1.759567023	68	short	54.5	87.5	229	39	190	77	71.05240958	35.58779606	0.352941176	poor
R10E11.2	vha-2	17759	6.523805689	67	short	46	90	231	5	226	70.52784504	63.3869645	31.77460174	0.717105263	good
R10E11.3	usp-46	275	0.510830771	85	medium	58	106	210	7	203	83.54545455	75.13877459	34.61970967	0.285860201	poor
R10E11.1	cbp-1	721	1.901398412	92	medium	52.5	124.5	231	8	223	88.91539528	72.14376993	47.17065308	0.38578737	poor
W03H9.4	cacn-1	163	-0.243728883	79	medium	55.5	103.5	231	9	222	85.9202454	75.51807608	43.63554885	0.446741219	moderate
C15H7.3	WP:CE00081	56	-1.785102115	58.5	short	45	73	106	29	77	61.33928571	58.08151093	20.3068222	0.395225464	poor
R10E11.9	WP:CE39759	28	-2.785102115	87	medium	68	117.5	231	27	204	98.14285714	87.23853223	49.19401407	0.318471338	poor
D1044.6	WP:CE41625	95	-1.022601429	82	medium	66.5	111	180	19	161	88.05263158	81.07354617	33.93844844	0.36550308	poor
D1044.7	WP:CE27895	20	-3.270528942	34	short	29	52	120	18	102	42.85	38.54938629	22.528371	0.410126582	moderate
D1044.2	dex-1	101	-0.934245555	118	long	87	151	231	28	203	119.8118812	107.9052696	51.67831053	0.403503631	moderate
D1044.3	pqn-25	26	-2.892017319	44	short	34.5	60	212	20	192	62.96153846	51.04738122	48.31266817	0.445454545	moderate
D1044.1	WP:CE39140	187	-0.045562577	94	medium	57	129	231	14	217	98.98395722	84.16518146	52.18083283	0.380697051	poor
Y74C10AL.2	WP:CE21753	1959	3.343444645	76	medium	52	102	231	8	223	78.93925472	70.78772611	35.11771041	0.506944444	moderate
ZK105.1	WP:CE27646	176	-0.133025419	64	short	42	90.5	231	15	216	73.81818182	63.92259782	42.5475791	0.384180791	poor
Y57G7A.10	emc-2	2245	3.540042692	70	short	46	101	231	7	224	78.3376392	67.63612024	42.79149255	0.442105263	moderate
Y57G7A.11	WP:CE29893	22	-3.133025419	87	medium	76	125	166	15	151	93.18181818	80.51504956	40.49987246	0.314685315	poor
ZK596.1	WP:CE06631	328	0.765094967	87	medium	61.5	117	231	12	219	93.44512195	81.84208882	46.04421961	0.606694561	moderate
H35B03.2	WP:CE19505	607	1.653095669	76	medium	51	106	231	10	221	81.77594728	73.28648625	37.5869235	0.343376362	poor
F55B11.7	WP:CE43594	30	-2.685566442	114.5	long	99	140	198	41	157	118.5	112.0689528	36.46162366	0.250814332	poor
F55B11.4	WP:CE16119	771	1.998130013	54	short	34	88.5	231	5	226	66.61478599	55.39752741	41.80689645	0.446808511	moderate
B0554.6	dod-20	11	-4.133025419	67	short	37	87	151	26	125	67.36363636	57.97411695	36.77269918	0.363157895	poor
F55B11.1	WP:CE16116	1778	3.203582572	87	medium	57.5	116	231	6	225	89.01462317	78.02759583	41.2695304	0.351371951	poor
R02D5.8	WP:CE41689	147	-0.392784692	90	medium	56.5	127	231	8	223	95.5170068	81.73243555	47.96928634	0.349794239	poor
F07A11.6	din-1	498	1.367544895	114	long	68.5	146	231	5	226	107.2610442	86.99208752	53.17834025		
F07A11.4	WP:CE03146	170	-0.183066101	90.5	medium	66	116	231	9	222	91.8	82.44402601	38.58445283	0.360294155	poor
F07A11.5	WP:CE46255	666	1.78692133	61	short	38	88.5	231	7	224	70.41591592	58.66930744	43.24373605	0.384868421	poor
F07A11.2	gfat-1	1276	2.724955577	67.5	short	44	90	231	6	225	69.55721003	61.08666878	33.40835525	0.610932791	moderate
F07A11.3	npp-5	761	1.979295606	76	medium	53	100	199	13	186	78.34428384	71.4146085	32.22159227	0.413350449	moderate
F07A11.1	WP:CE47759	21	-3.200139614	75	medium	66.5	130	208	15	193	95.04761905	82.59733434	46.32954029	0.293103448	poor
Y45F10D.3	gly-10	575	1.574961109	81	medium	60	107.5	231	7	224	85.04347826	76.93220042	36.25422106	0.397241103	poor
F26A1.4	WP:CE02685	77	-1.325670497	81	medium	66.5	97.5	230	9	221	84.88311688	77.39468681	35.00128904	0.464646465	moderate
F26A1.1	WP:CE27757	341	0.821170892	88	medium	53.5	126	231	11	220	91.47800587	78.23025894	46.16739544	0.339552239	poor
T28A11.5	WP:CE20110	10	-4.270528942	103	long	60.5	135	139	20	119	91.8	74.55827874	46.39137851	0.407608696	moderate
F26A1.3	WP:CE02684	43	-2.166192283	68	short	52	100	229	35	194	85.3255814	73.48630321	51.96274199	0.354508197	poor
C05C12.4	WP:CE39218	1494	2.952507396	102	long	61.5	150	231	9	222	109.7663989	92.47033486	59.07621897	0.247148289	poor
F26A1.9	WP:CE29287	53	-1.864536583	88	medium	57	123.5	231	25	206	91.16981132	79.81568362	43.70602301	0.376068376	poor
C16E9.1	WP:CE35403	420	1.12178848	78	medium	57	106	214	11	203	83.84285714	76.00038273	35.78226578	0.401088929	moderate
C54E4.2	test-1	4427	4.519656621	77	medium	56	100	231	6	225	79.35644906	72.75671592	32.24355839	0.591562288	moderate
C16E9.2	WP:CE29582	149	-0.373288517	95	long	57.5	132	231	12	219	96.79194631	80.36183353	51.63088862	0.34650082	poor
C16E9.4	inx-1	139	-0.473515965	84	medium	53	115.5	229	9	220	84.75539568	70.3829778	44.02792471	0.363410608	poor
C54E4.3	gcy-37	28	-2.785102115	120	long	81	163.5	228	23	205	120.5	105.5205585	53.5246939	0.408554572	moderate
E04F6.11	clh-3	10	-4.270528942	105	long	68.5	149.5	185	22	163	107.2	90.96339515	52.30831674	0.331149426	poor
Y95D11A.1	WP:CE23166	783	2.02041146	74	medium	51.5	99	231	11	220	77.34993614	69.36434042	34.77172626	0.319148936	poor
E04F6.15	WP:CE27908	160	-0.270528942	71.5	medium	42.5	98	185	13	172	72.93125	63.86600505	36.22207923	0.282467532	poor
F46F11.10	WP:CE39100	59	-1.709813988	68	short	54	101	231	25	206	81.3220339	72.72992307	40.04719279	0.3	poor
Y17G9B.2	WP:CE24182	13	-3.892017319	62	short	52	104	194	40	154	81.92307692	72.22377345	45.58923884	0.323529412	poor
F59A1.15	WP:CE34897	20	-3.270528942	116	long	101	127	211	62	149	118.2	113.2440854	35.14057484	0.384180791	poor
ZK1240.11	WP:CE45853	20	-3.270528942	134	long	82.5	177.5	231	41	190	134.45	119.2193376	60.22912501	0.352	poor
R06A4.2	WP:CE18109	150	-0.363638347	82	medium	47	118	230	17	213	86.99333333	74.59865683	46.68854202	0.45	moderate
B0336.2	arf-1.2	8062	5.384465031	73	medium	49	99	231	5	226	76.03944431	67.76491722	34.53281323	0.538011696	moderate
B0336.1	wrm-1	150	-0.363638347	89	medium	45	120	171	11	160	84.18	68.78986998	44.92275889	0.329706612	poor
B0336.7	WP:CE37741	57	-1.759567023	65	short	51	101	159	15	144	73.31578947	64.42401672	34.15144696	0.344597459	poor
R06A4.7	mes-2	716	1.89135874	98	long	54	143	231	8	223	102.3938547	86.18841145	54.04352339	0.382113821	poor
R06A4.4	imb-2	453	1.230910203	93	medium	59.5	126.5	231	12	219	94.96247241	83.1185123	44.92196722	0.425347346	moderate
B0336.4	rgs-5	106	-0.864536583	106	long	80.5	136.5	225	17	208	107.0660377	96.18582898	43.2317731	0.280086503	poor
R06A4.8	agl-1	652	1.756271117	99	long	59.5	136.5	231	9	222	100.6794479	86.27836435	50.24388381	0.433238636	moderate
Y116F11A.6	WP:CE24159	115	-0.746966986	70	short	45	111.5	231	13	218	81.70434783	67.98809687	49.39494322	0.47	moderate
ZK1320.11	WP:CE44398	462	1.259292004	75.5	medium	51	97	204	17	187	76.07359307	68.56141167	32.64347279	0.398314996	poor
ZK1320.10	nlp-11	903	2.22612514	36	short	31	55	231	10	221	47.63344408	42.27599292	27.87211084	0.441860465	moderate
ZK1320.13	WP:CE37864	275	0.510830771	63	short	36	106.5	231	16	215	78.72727273	63.57225192	51.8088285	0.417910448	moderate
ZK1320.12	taf-8	123	-0.649942532	68	short	42	99.5	231	13	218	79.26829268	65.95040242	48.63370192	0.298535565	poor
C01C4.1	nlp-1	219	0.182330022	49	short	34	71.5	231	19	212	58.47488584	51.3667165	34.47814554	0.503030303	moderate
T06A1.1	WP:CE47694	10	-4.270528942	124	long	100.5	140.5	231	16	215	116.1	95.71182943	56.42065225	0.340044743	poor
T06A1.5	WP:CE18209	274	0.505575046	97.5	long	55	134.5	231	14	217	98.72627737	84.37910769	50.4676116	0.330396476	poor
AC3.10	spe-10	28	-2.785102115	66.5	short	51	79	125	19	106	68.10714286	62.33990002	26.97000885	0.318318318	poor
T28D6.9	pen-2	332	0.782582394	81	medium	50	112.5	205	11	194	83.57831325	72.31187797	40.95659486	0.357894737	poor
R05G6.8	plc-4	535	1.470938044	84	medium	60	110	231	11	220	86.34579439	77.57324623	37.70076546	0.32231405	poor
VC5.3	npa-1	7826	5.341602358	59	short	39	91	231	5	226	68.22731919	59.83798079	35.0995128	0.528102693	moderate
F45D11.1	WP:CE32665	504	1.384822886	121	long	105	139	231	15	216	121.1944444	115.143502	34.01047179	0.425287356	moderate
T28D6.4	WP:CE16523	72	-1.422532036	121	long	82.5	144.5	215	8	207	112.4027778	99.82491093	42.06597323	0.415352261	moderate
T28D6.7	WP:CE20113	130	-0.570089224	81	medium	51	110	226	16	210	82.28461538	73.71217975	37.14653615	0.338762215	poor
T28D6.6	WP:CE46166	1226	2.667286226	76	medium	56	95	229	10	219	76.6721044	70.57284238	29.30308217	0.495848852	moderate
T28D6.3	WP:CE16522	1813	3.231706172	93	medium	69	115	231	6	225	96.30060673	87.02215246	41.22584649	0.530434783	moderate
W10G11.16	lgc-45	134	-0.526367847	87.5	medium	59	124.5	231	12	219	97.17164179	84.52333114	48.74201444	0.395498392	poor
F11A5.15	WP:CE34801	18	-3.422532036	120.5	long	97.5	141.5	163	33	130	114.8333333	107.6912649	34.71511038	0.382022472	poor
C47E12.8	dhp-2	825	2.095793272	69	short	47	97	231	8	223	74.13454545	64.26685831	37.45533203	0.401209677	moderate
F11A5.10	glc-1	494	1.355910194	109	long	80	129	231	16	215	108.0101215	98.99843456	41.21089606	0.341628959	poor
F37A4.4	WP:CE24953	48	-2.007494537	107	long	67.5	135	231	17	214	107.5416667	94.82395729	50.05703344	0.355614973	poor
T20F10.1	wts-1	277	0.521285129	107	long	86	128	193	6	187	105.2382671	97.85999635	33.22683631	0.30264672	poor
W06D12.2	twk-42	116	-0.734476042	53.5	short	35	80	231	18	213	62.40517241	54.3214495	35.21778999	0.444444444	moderate
W06D12.3	fat-5	720	1.899396059	80	medium	52	107	231	10	221	81.17777778	70.68591233	38.92794705	0.550161812	moderate
C50F4.7	his-37	6722	5.12221779	75	medium	48	98	231	5	226	75.3116632	66.34701095	35.33206707	0.653465347	moderate
C50F4.6	WP:CE05471	148	-0.383003672	66	short	44.5	91.5	231	19	212	75.09459459	65.595609	40.2959219	0.568181818	moderate
C50F4.5	his-41	5050	4.709610635	75	medium	49	102	231	5	226	77.39386139	68.23287818	36.37480253	0.65	moderate
C50F4.4	WP:CE33985	129	-0.581229782	61	short	38	95.5	231	11	220	71.68217054	58.75608978	45.17957014	0.281767956	poor
Y105C5A.1268	WP:CE43564	51	-1.920031695	62	short	39.5	91	231	22	209	74.31372549	62.21264194	48.60746743	0.327272727	poor
C50F4.1	WP:CE26799	1109	2.522586613	53	short	32	87	231	10	221	67.00901713	54.16982651	46.46605857	0.307909605	poor
F45C12.15	ceh-83	13	-3.892017319	113	long	64	145.5	231	12	219	102.6153846	77.47317927	61.48112714	0.386666667	poor
F27C8.5	WP:CE28550	157	-0.297836288	90	medium	72.5	112.5	231	22	209	95.80254777	88.92484123	37.90844477	0.39292365	poor
C50F4.9	WP:CE40250	67	-1.526367847	87	medium	55	121	231	18	213	90.49253731	77.56667243	47.63022154	0.396825397	poor
C50F4.8	WP:CE05472	1279	2.728343512	95	long	62	130	231	8	223	97.53244722	84.51995441	46.53429384	0.372413793	poor
T05C1.1	WP:CE02859	39	-2.307054818	102	long	74	125.5	181	28	153	100.7435897	93.26265592	35.71447882	0.435251799	moderate
T05C1.2	WP:CE02860	136	-0.504994196	65.5	short	44	96.5	231	18	213	75.00735294	64.58028835	43.01906149	0.482014388	moderate
T05C1.3	WP:CE02861	235	0.284059909	78	medium	59	99	231	11	220	82.95744681	74.98838375	36.90122379	0.375	poor
T05C1.4	camt-1	692	1.84217119	111	long	83	144	231	11	220	114.8439306	103.7208974	47.31628825	0.399422474	poor
Y82E9BL.18	WP:CE44113	69	-1.48393258	93	medium	72	118	205	22	183	93.53623188	85.88713645	36.50593746	0.33105802	poor
C26D10.4	WP:CE36984	61	-1.6617197	78	medium	53.5	110.5	231	16	215	86.37704918	72.61464214	47.35328124	0.272167488	poor
C26D10.5	eff-1	749	1.956364871	97	long	64	124.5	231	8	223	95.41388518	83.51951839	41.73953976	0.403645373	moderate
Y82E9BL.14	fbxa-80	64	-1.592457037	89.5	medium	66	116.5	160	31	129	90.953125	85.30247385	30.72683563	0.375426621	poor
Y82E9BL.15	fbxa-19	13	-3.892017319	81	medium	61.5	104.5	130	28	102	79.46153846	72.57710804	30.32799008	0.28030303	poor
C26D10.1	ran-3	524	1.440965964	86	medium	60	110	231	5	226	86.88167939	78.68481384	36.24404832	0.479128857	moderate
C26D10.2	hel-1	4625	4.582780613	80	medium	57	112	231	10	221	87.59827027	77.66671933	42.8541501	0.55168857	moderate
C26D10.3	WP:CE44316	50	-1.948600847	65.5	short	51	115.5	230	17	213	82.84	71.77258901	43.77824117	0.347252747	poor
T25F10.2	dbl-1	451	1.224526586	110	long	78	140.5	231	10	221	109.4323725	97.30086455	45.32608357	0.365439093	poor
T25F10.3	WP:CE27449	162	-0.252607034	123	long	77.5	159.5	231	5	226	118.8271605	100.2433813	55.39349477	0.380952381	poor
F59E12.5	npl-4.2	1908	3.305388419	75	medium	47	105	231	12	219	77.62631027	67.53405401	38.13677085	0.34714139	poor
T25F10.6	clik-1	13955	6.176037467	82	medium	62	101	231	5	226	83.21182372	76.52204949	32.09084187	0.717108473	good
F27C8.1	aat-1	268	0.473632153	92	medium	66.5	115.5	229	5	224	92.8880597	83.39383854	39.33603043	0.436440678	moderate
T25F10.5	bbs-8	40	-2.270528942	119.5	long	68.5	148.5	231	15	216	115.55	96.0367276	60.16184422	0.344262295	poor
F55A8.2	egl-4	1766	3.19381259	95	long	65	125	231	6	225	96.44450736	85.85564335	41.74594237	0.432897043	moderate
K10B4.3	WP:CE35995	173	-0.15782881	105	long	67	132	231	15	216	101.1387283	88.60506163	45.58170397	0.343265793	poor
F55A8.1	egl-18	113	-0.772278075	65	short	38.5	112.5	212	14	198	76.12389381	62.58933101	45.92281573	0.44922546	moderate
C36B1.12	imp-1	503	1.381957553	81	medium	52	113	231	11	220	86.33797217	73.9605487	45.07026863	0.374611862	poor
F59E12.3	WP:CE36493	11	-4.133025419	95	long	77	99.5	131	36	95	90.09090909	85.22560356	26.93579756	0.304347826	poor
Y40G12A.1	ubh-3	1614	3.063967826	77	medium	57	98	231	5	226	79.9361834	73.53293145	32.20093	0.452054795	moderate
H24K24.5	fmo-5	227	0.23409145	104	long	69.5	135	231	10	221	105.3788546	91.34750668	50.61304434	0.437371663	moderate
H24K24.4	WP:CE36942	97	-0.992544195	102	long	70	129	231	25	206	105.3195876	96.17406256	43.50104783	0.372212693	poor
H24K24.3	WP:CE23822	958	2.311424808	65	short	45	88	230	5	225	68.55741127	60.72450597	32.72786416	0.541666968	moderate
K08D8.3	WP:CE21042	230	0.253033014	103.5	long	84	127.5	231	15	216	106.6913043	98.08467278	39.7104237	0.347071584	poor
T07D4.2	WP:CE40622	252	0.384822886	73.5	medium	40.5	120.5	231	14	217	82.51190476	67.52321474	48.69857745	0.361931247	poor
T07D4.3	rha-1	413	1.097540934	80	medium	61	108	231	11	220	85.44067797	78.52086957	34.05649048	0.390361446	poor
T07D4.4	ddx-19	516	1.418770218	85	medium	62	117	231	14	217	92.39147287	82.68807049	42.84348029	0.426150412	moderate
T07D4.5	WP:CE41015	291	0.592418306	62	short	35.5	92.5	231	9	222	72.26804124	57.38554151	50.62954507	0.347826087	poor
C03H12.1	WP:CE35380	184	-0.068895081	82	medium	65	109	203	12	191	87.91304348	81.33131019	32.65736223	0.364993305	poor
F01D5.3	WP:CE18561	514	1.413167512	51.5	short	36	75	231	13	218	59.07976654	52.36884258	31.43549165	0.341085271	poor
R02D5.1	WP:CE12486	319	0.724955576	86	medium	60.5	121.5	231	8	223	89.72413793	75.93300502	44.30096994	0.52284264	moderate
F23C8.3	WP:CE30515	27	-2.837569535	75	medium	51.5	121.5	194	22	172	85.25925926	74.18201599	42.55070404	0.329946524	poor
ZK1248.5	WP:CE02905	141	-0.452905685	58	short	42.5	73.5	138	13	125	59.84397163	55.39763689	23.03813788	0.379310345	poor
F23C8.7	WP:CE20716	38	-2.344529524	82.5	medium	66.5	112	231	21	210	103.1842105	87.79288896	59.53320845	0.468030691	moderate
F23C8.6	did-2	1930	3.321928095	78	medium	50	103	231	9	222	79.31658031	69.94181546	37.10092362	0.448453608	moderate
F23C8.5	WP:CE29774	8830	5.515740685	59	short	39	84	231	5	226	64.89626274	57.24248426	32.84002022	0.670827586	moderate
F23C8.4	ubxn-1	711	1.881248712	73	medium	40	103	231	8	223	75.8185654	63.13557065	42.48192459	0.541666667	moderate
R13G10.1	dpy-27	357	0.887323227	106	long	77	131	231	9	222	103.3193277	90.70623331	44.19480674	0.407932011	moderate
F23C8.9	WP:CE20718	286	0.5674143	78	medium	56	99	231	6	225	80.20979021	73.70350104	32.02661768	0.372727273	poor
F23C8.8	WP:CE20717	50	-1.948600847	72	medium	50	89.5	175	10	165	72.14	63.40267294	33.14695159	0.37716263	poor
R13G10.4	WP:CE03570	10	-4.270528942	73	medium	69	91.5	231	38	193	94	83.06685842	53.09425581	0.393678161	poor
C46F2.1	WP:CE47320	323	0.742933317	81	medium	52	114	231	5	226	86.10835913	74.4313686	42.7465425	0.303418803	poor
C37H5.9	nas-9	220	0.188902676	68	short	46.5	107	231	22	209	83.7	70.05534865	51.87520865	0.436060571	moderate
